unit master id,unit name,unit name,group id,discussion id,awaken unit id,awaken materials,attribute,collection view,style type,base class,max class,rankup,boss,summoned level,max level,base con,base atk,base def,resistance,accuracy,base speed,critical rate,critical damage,base skill,leader skill,awaken type,awaken skill,collision,roaming standby,height,animate data,attack data,dat name,texture attrib,blend alpha,cullface,scale,view scale,shadow,eft scale,center bone,head offset,thumbnail,add mesh,default effect,passive effect,rare class,rare effect,move,buff immunity,melee dist,select offset,battle effect
17411,Sinsuseung (water),신수승(물),17400,17400,-1,[],1,"[0, 1, 1, 1, 1, 1, 1]",3,6,6,1,0,1,40,80,55,60,15,0,96,15,50,"[8316, 8306, 8311]","[24002, 2, 0, 3, 0.44]",4,"[8301, 8316]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""ATK_2"", 3], [""ATK_3"", 3], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6],  [""DASH_1"", 7]]","[[""ATK_1"", 1, 0, ""DASH_1""], [""ATK_2"", 2, 0], [""BUFF"", 2, 0]]","[""unit_mdl_buddhistmonk_hr.dat""]",[],0,0,100,100,80,100,2,-0.15,"[27, 0, 1]",[],"[[6, 0, [0.5, 1, 2, 1, ""unit_eft_dft_buddhistmonk_d06.peft"", ""unit_eft_dft_buddhistmonk_water.png""]], [7, 0, [0.5, 1, 2, 1, ""unit_eft_dft_buddhistmonk_d07.peft"", ""unit_eft_dft_buddhistmonk_water.png""]], [8, 0, [0.5, 1, 2, 1, ""unit_eft_dft_buddhistmonk_d08.peft"", ""unit_eft_dft_buddhistmonk_water.png""]], [9, 0, [0.5, 1, 2, 1, ""unit_eft_dft_buddhistmonk_d09.peft"", ""unit_eft_dft_buddhistmonk_water.png""]]]",[],0,[],"[[""DASH_1"", [0.0445, 0.2506, 0.3091, 0.4443, 3.8588, 8.7620]]]",[],0,"[0,0,0]","[[""ATK_1"", [1, 1, 0, 1, ""unit_eft_atk_buddhistmonk_hr.peft"", ""unit_eft_atk_buddhistmonk_water.png""]], [""ATK_2"", [1, 1, 0, 1, ""unit_eft_atk2_buddhistmonk_hr.peft"", ""unit_eft_atk2_buddhistmonk_water.png""]]]"
17412,Sinsuseung (Bull),신수승(불),17400,17400,-1,[],2,"[0, 1, 1, 1, 1, 1, 1]",3,6,6,1,0,1,40,79,54,62,15,0,96,15,50,"[8317, 8307, 8312]","[18003, 2, 0, 5, 0.33]",4,"[8302, 8317]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""ATK_2"", 3], [""ATK_3"", 3], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6],  [""DASH_1"", 7]]","[[""ATK_1"", 1, 0, ""DASH_1""], [""ATK_2"", 2, 0], [""BUFF"", 2, 0]]","[""unit_mdl_buddhistmonk_hr.dat""]",[],0,0,100,100,80,100,2,-0.15,"[27, 1, 1]",[],"[[6, 0, [0.5, 1, 2, 1, ""unit_eft_dft_buddhistmonk_d06.peft"", ""unit_eft_dft_buddhistmonk_fire.png""]], [7, 0, [0.5, 1, 2, 1, ""unit_eft_dft_buddhistmonk_d07.peft"", ""unit_eft_dft_buddhistmonk_fire.png""]], [8, 0, [0.5, 1, 2, 1, ""unit_eft_dft_buddhistmonk_d08.peft"", ""unit_eft_dft_buddhistmonk_fire.png""]], [9, 0, [0.5, 1, 2, 1, ""unit_eft_dft_buddhistmonk_d09.peft"", ""unit_eft_dft_buddhistmonk_fire.png""]]]",[],0,[],"[[""DASH_1"", [0.0445, 0.2506, 0.3091, 0.4443, 3.8588, 8.7620]]]",[],0,"[0,0,0]","[[""ATK_1"", [1, 1, 0, 1, ""unit_eft_atk_buddhistmonk_hr.peft"", ""unit_eft_atk_buddhistmonk_fire.png""]], [""ATK_2"", [1, 1, 0, 1, ""unit_eft_atk2_buddhistmonk_hr.peft"", ""unit_eft_atk2_buddhistmonk_fire.png""]]]"
17413,Sinsuseung (wind),신수승(바람),17400,17400,-1,[],3,"[0, 1, 1, 1, 1, 1, 1]",3,6,6,1,0,1,40,82,58,55,15,0,96,15,50,"[8318, 8308, 8313]","[24005, 2, 0, 8, 0.55]",4,"[8303, 8318]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""ATK_2"", 3], [""ATK_3"", 3], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6],  [""DASH_1"", 7]]","[[""ATK_1"", 1, 0, ""DASH_1""], [""ATK_2"", 2, 0], [""BUFF"", 2, 0]]","[""unit_mdl_buddhistmonk_hr.dat""]",[],0,0,100,100,80,100,2,-0.15,"[27, 2, 1]",[],"[[6, 0, [0.5, 1, 2, 1, ""unit_eft_dft_buddhistmonk_d06.peft"", ""unit_eft_dft_buddhistmonk_wind.png""]], [7, 0, [0.5, 1, 2, 1, ""unit_eft_dft_buddhistmonk_d07.peft"", ""unit_eft_dft_buddhistmonk_wind.png""]], [8, 0, [0.5, 1, 2, 1, ""unit_eft_dft_buddhistmonk_d08.peft"", ""unit_eft_dft_buddhistmonk_wind.png""]], [9, 0, [0.5, 1, 2, 1, ""unit_eft_dft_buddhistmonk_d09.peft"", ""unit_eft_dft_buddhistmonk_wind.png""]]]",[],0,[],"[[""DASH_1"", [0.0445, 0.2506, 0.3091, 0.4443, 3.8588, 8.7620]]]",[],0,"[0,0,0]","[[""ATK_1"", [1, 1, 0, 1, ""unit_eft_atk_buddhistmonk_hr.peft"", ""unit_eft_atk_buddhistmonk_wind.png""]], [""ATK_2"", [1, 1, 0, 1, ""unit_eft_atk2_buddhistmonk_hr.peft"", ""unit_eft_atk2_buddhistmonk_wind.png""]]]"
17414,Sinsuseung (light),신수승(빛),17400,17400,-1,[],4,"[0, 1, 1, 1, 1, 1, 1]",3,6,6,1,0,1,40,71,61,63,15,0,96,15,50,"[8319, 8309, 8314]","[24005, 2, 0, 8, 0.55]",4,"[8304, 8319]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""ATK_2"", 3], [""ATK_3"", 3], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6],  [""DASH_1"", 7]]","[[""ATK_1"", 1, 0, ""DASH_1""], [""ATK_2"", 2, 0], [""BUFF"", 2, 0]]","[""unit_mdl_buddhistmonk_hr.dat""]",[],0,0,100,100,80,100,2,-0.15,"[27, 3, 1]",[],"[[6, 0, [0.5, 1, 2, 1, ""unit_eft_dft_buddhistmonk_d06.peft"", ""unit_eft_dft_buddhistmonk_light.png""]], [7, 0, [0.5, 1, 2, 1, ""unit_eft_dft_buddhistmonk_d07.peft"", ""unit_eft_dft_buddhistmonk_light.png""]], [8, 0, [0.5, 1, 2, 1, ""unit_eft_dft_buddhistmonk_d08.peft"", ""unit_eft_dft_buddhistmonk_light.png""]], [9, 0, [0.5, 1, 2, 1, ""unit_eft_dft_buddhistmonk_d09.peft"", ""unit_eft_dft_buddhistmonk_light.png""]]]",[],0,[],"[[""DASH_1"", [0.0445, 0.2506, 0.3091, 0.4443, 3.8588, 8.7620]]]",[],0,"[0,0,0]","[[""ATK_1"", [1, 1, 0, 1, ""unit_eft_atk_buddhistmonk_hr.peft"", ""unit_eft_atk_buddhistmonk_light.png""]], [""ATK_2"", [1, 1, 0, 1, ""unit_eft_atk2_buddhistmonk_hr.peft"", ""unit_eft_atk2_buddhistmonk_light.png""]]]"
17415,Sinsuseung (dark),신수승(어둠),17400,17400,-1,[],5,"[0, 1, 1, 1, 1, 1, 1]",3,6,6,1,0,1,40,74,65,56,15,0,96,15,50,"[8320, 8310, 8315]","[24003, 2, 0, 2, 0.44]",4,"[8305, 8320]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""ATK_2"", 3], [""ATK_3"", 3], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6],  [""DASH_1"", 7]]","[[""ATK_1"", 1, 0, ""DASH_1""], [""ATK_2"", 2, 0], [""BUFF"", 2, 0]]","[""unit_mdl_buddhistmonk_hr.dat""]",[],0,0,100,100,80,100,2,-0.15,"[27, 4, 1]",[],"[[6, 0, [0.5, 1, 2, 1, ""unit_eft_dft_buddhistmonk_d06.peft"", ""unit_eft_dft_buddhistmonk_dark.png""]], [7, 0, [0.5, 1, 2, 1, ""unit_eft_dft_buddhistmonk_d07.peft"", ""unit_eft_dft_buddhistmonk_dark.png""]], [8, 0, [0.5, 1, 2, 1, ""unit_eft_dft_buddhistmonk_d08.peft"", ""unit_eft_dft_buddhistmonk_dark.png""]], [9, 0, [0.5, 1, 2, 1, ""unit_eft_dft_buddhistmonk_d09.peft"", ""unit_eft_dft_buddhistmonk_dark.png""]]]",[],0,[],"[[""DASH_1"", [0.0445, 0.2506, 0.3091, 0.4443, 3.8588, 8.7620]]]",[],0,"[0,0,0]","[[""ATK_1"", [1, 1, 0, 1, ""unit_eft_atk_buddhistmonk_hr.peft"", ""unit_eft_atk_buddhistmonk_dark.png""]], [""ATK_2"", [1, 1, 0, 1, ""unit_eft_atk2_buddhistmonk_hr.peft"", ""unit_eft_atk2_buddhistmonk_dark.png""]]]"
17501,Bat (water),박쥐(물),17500,17500,0,[],1,"[0, 1, 1, 1, 1, 1, 1]",1,2,6,1,0,1,40,40,60,35,15,0,105,15,50,"[8401, 8406]",[],0,"[0, 0]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""ATK_2"", 3], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6],  [""DASH_1"", 7]]","[[""ATK_1"", 1, 0, ""DASH_1""], [""ATK_2"", 2, 0], [""BUFF"", 2, 0]]","[""unit_mdl_bat.dat""]",[],0,0,100,100,70,100,0,0,"[27, 0, 2]",[],[],[],6,"[[3001, 1, 3]]","[[""DASH_1"", [0.0432, 1.9412, 13.0128]]]",[],0,"[0,0,0]",[]
17502,Bat (fire),박쥐(불),17500,17500,0,[],2,"[0, 1, 1, 1, 1, 1, 1]",1,2,6,1,0,1,40,39,64,32,15,0,105,15,50,"[8402, 8407]",[],0,"[0, 0]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""ATK_2"", 3], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6],  [""DASH_1"", 7]]","[[""ATK_1"", 1, 0, ""DASH_1""], [""ATK_2"", 2, 0], [""BUFF"", 2, 0]]","[""unit_mdl_bat.dat""]",[],0,0,100,100,70,100,0,0,"[27, 1, 2]",[],[],[],6,"[[3002, 1, 3]]","[[""DASH_1"", [0.0432, 1.9412, 13.0128]]]",[],0,"[0,0,0]",[]
17503,Bats (wind),박쥐(바람),17500,17500,0,[],3,"[0, 1, 1, 1, 1, 1, 1]",1,2,6,1,0,1,40,41,63,31,15,0,105,15,50,"[8403, 8408]",[],0,"[0, 0]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""ATK_2"", 3], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6],  [""DASH_1"", 7]]","[[""ATK_1"", 1, 0, ""DASH_1""], [""ATK_2"", 2, 0], [""BUFF"", 2, 0]]","[""unit_mdl_bat.dat""]",[],0,0,100,100,70,100,0,0,"[27, 2, 2]",[],[],[],6,"[[3003, 1, 3]]","[[""DASH_1"", [0.0432, 1.9412, 13.0128]]]",[],0,"[0,0,0]",[]
17601,Scorpio (water),전갈(물),17600,17600,0,[],1,"[0, 1, 1, 1, 1, 1, 1]",2,2,6,1,0,1,40,40,40,55,15,0,103,15,50,[8501],[],0,"[0, 0]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""BUFF"", 3], [""STUN"", 4], [""DAMAGE"", 5],  [""DASH_1"", 6]]","[[""ATK_1"", 1, 0, ""DASH_1""], [""BUFF"", 2, 0]]","[""unit_mdl_scorpion.dat""]",[],0,1,100,110,95,100,10,0,"[28, 0, 0]",[],[],[],6,"[[3001, 1, 3]]","[[""DASH_1"", [-0.4933, -0.4497, -0.5987, -0.6454, 1.4271, 6.2292, 14.0149]]]",[],0,"[0,0,0]",[]
17602,Scorpio (Bull),전갈(불),17600,17600,0,[],2,"[0, 1, 1, 1, 1, 1, 1]",2,2,6,1,0,1,40,38,39,58,15,0,103,15,50,[8502],[],0,"[0, 0]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""BUFF"", 3], [""STUN"", 4], [""DAMAGE"", 5],  [""DASH_1"", 6]]","[[""ATK_1"", 1, 0, ""DASH_1""], [""BUFF"", 2, 0]]","[""unit_mdl_scorpion.dat""]",[],0,1,100,110,95,100,10,0,"[28, 1, 0]",[],[],[],6,"[[3002, 1, 3]]","[[""DASH_1"", [-0.4933, -0.4497, -0.5987, -0.6454, 1.4271, 6.2292, 14.0149]]]",[],0,"[0,0,0]",[]
17603,Scorpio (wind),전갈(바람),17600,17600,0,[],3,"[0, 1, 1, 1, 1, 1, 1]",2,2,6,1,0,1,40,42,41,52,15,0,103,15,50,[8503],[],0,"[0, 0]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""BUFF"", 3], [""STUN"", 4], [""DAMAGE"", 5],  [""DASH_1"", 6]]","[[""ATK_1"", 1, 0, ""DASH_1""], [""BUFF"", 2, 0]]","[""unit_mdl_scorpion.dat""]",[],0,1,100,110,95,100,10,0,"[28, 2, 0]",[],[],[],6,"[[3003, 1, 3]]","[[""DASH_1"", [-0.4933, -0.4497, -0.5987, -0.6454, 1.4271, 6.2292, 14.0149]]]",[],0,"[0,0,0]",[]
17701,Minotawooreuseu (water),미노타우르스(물),17700,17700,17711,"[[12001,15], [11001,10], [12006,10], [11006,5]]",1,"[0, 1, 1, 1, 1, 1, 1]",3,3,6,1,0,1,40,55,49,46,15,0,98,15,50,"[8601, 8606, 8611]",[],3,"[0, 0]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""ATK_2"", 3], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6],  [""DASH_1"", 7], [""DASH_2"", 8]]","[[""ATK_1"", 1, 0, ""DASH_1""], [""ATK_2"", 1, 0, ""DASH_2""], [""BUFF"", 2, 0]]","[""unit_mdl_minotaur.dat""]",[],0,0,100,90,95,100,3,0,"[27, 0, 3]",[],[],[],6,"[[3001, 1, 4]]","[[""DASH_1"", [-0.1203, -0.3635, -0.2820, -0.0041, 0.0466, -0.0968, 1.3126, 2.9594, 4.8701, 7.0462, 9.1423, 11.1766]], [""DASH_2"", [-0.1203, -0.3394, -0.1784, -0.0041, 0.2031, 0.2842, 0.3867, 3.6228, 5.3381, 13.5346]]]",[],0,"[0,0,0]",[]
17702,Minotawooreuseu (Bull),미노타우르스(불),17700,17700,17712,"[[12002,15], [11002,10], [12006,10], [11006,5]]",2,"[0, 1, 1, 1, 1, 1, 1]",3,3,6,1,0,1,40,53,50,47,15,0,98,15,50,"[8602, 8607, 8612]",[],3,"[0, 0]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""ATK_2"", 3], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6],  [""DASH_1"", 7], [""DASH_2"", 8]]","[[""ATK_1"", 1, 0, ""DASH_1""], [""ATK_2"", 1, 0, ""DASH_2""], [""BUFF"", 2, 0]]","[""unit_mdl_minotaur.dat""]",[],0,0,100,90,95,100,3,0,"[27, 1, 3]",[],[],[],6,"[[3002, 1, 4]]","[[""DASH_1"", [-0.1203, -0.3635, -0.2820, -0.0041, 0.0466, -0.0968, 1.3126, 2.9594, 4.8701, 7.0462, 9.1423, 11.1766]], [""DASH_2"", [-0.1203, -0.3394, -0.1784, -0.0041, 0.2031, 0.2842, 0.3867, 3.6228, 5.3381, 13.5346]]]",[],0,"[0,0,0]",[]
17703,Minotawooreuseu (wind),미노타우르스(바람),17700,17700,17713,"[[12003,15], [11003,10], [12006,10], [11006,5]]",3,"[0, 1, 1, 1, 1, 1, 1]",3,3,6,1,0,1,40,55,47,48,15,0,98,15,50,"[8603, 8608, 8613]",[],3,"[0, 0]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""ATK_2"", 3], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6],  [""DASH_1"", 7], [""DASH_2"", 8]]","[[""ATK_1"", 1, 0, ""DASH_1""], [""ATK_2"", 1, 0, ""DASH_2""], [""BUFF"", 2, 0]]","[""unit_mdl_minotaur.dat""]",[],0,0,100,90,95,100,3,0,"[27, 2, 3]",[],[],[],6,"[[3003, 1, 4]]","[[""DASH_1"", [-0.1203, -0.3635, -0.2820, -0.0041, 0.0466, -0.0968, 1.3126, 2.9594, 4.8701, 7.0462, 9.1423, 11.1766]], [""DASH_2"", [-0.1203, -0.3394, -0.1784, -0.0041, 0.2031, 0.2842, 0.3867, 3.6228, 5.3381, 13.5346]]]",[],0,"[0,0,0]",[]
17704,Minotawooreuseu (light),미노타우르스(빛),17700,17700,17714,"[[12004,15], [11004,10], [12006,10], [11006,5]]",4,"[0, 1, 1, 1, 1, 1, 1]",3,3,6,1,0,1,40,52,48,50,15,0,98,15,50,"[8604, 8609, 8614]",[],3,"[0, 0]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""ATK_2"", 3], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6],  [""DASH_1"", 7], [""DASH_2"", 8]]","[[""ATK_1"", 1, 0, ""DASH_1""], [""ATK_2"", 1, 0, ""DASH_2""], [""BUFF"", 2, 0]]","[""unit_mdl_minotaur.dat""]",[],0,0,100,90,95,100,3,0,"[27, 3, 3]",[],[],[],6,"[[3004, 1, 4]]","[[""DASH_1"", [-0.1203, -0.3635, -0.2820, -0.0041, 0.0466, -0.0968, 1.3126, 2.9594, 4.8701, 7.0462, 9.1423, 11.1766]], [""DASH_2"", [-0.1203, -0.3394, -0.1784, -0.0041, 0.2031, 0.2842, 0.3867, 3.6228, 5.3381, 13.5346]]]",[],0,"[0,0,0]",[]
17705,Minotawooreuseu (dark),미노타우르스(어둠),17700,17700,17715,"[[12005,15], [11005,10], [12006,10], [11006,5]]",5,"[0, 1, 1, 1, 1, 1, 1]",3,3,6,1,0,1,40,51,50,49,15,0,98,15,50,"[8605, 8610, 8615]",[],3,"[0, 0]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""ATK_2"", 3], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6],  [""DASH_1"", 7], [""DASH_2"", 8]]","[[""ATK_1"", 1, 0, ""DASH_1""], [""ATK_2"", 1, 0, ""DASH_2""], [""BUFF"", 2, 0]]","[""unit_mdl_minotaur.dat""]",[],0,0,100,90,95,100,3,0,"[27, 4, 3]",[],[],[],6,"[[3005, 1, 4]]","[[""DASH_1"", [-0.1203, -0.3635, -0.2820, -0.0041, 0.0466, -0.0968, 1.3126, 2.9594, 4.8701, 7.0462, 9.1423, 11.1766]], [""DASH_2"", [-0.1203, -0.3394, -0.1784, -0.0041, 0.2031, 0.2842, 0.3867, 3.6228, 5.3381, 13.5346]]]",[],0,"[0,0,0]",[]
17711,Minotawooreuseu (water),미노타우르스(물),17700,17700,-1,[],1,"[0, 1, 1, 1, 1, 1, 1]",3,4,6,1,0,1,40,65,53,47,15,0,99,15,50,"[8601, 8606, 8611]","[19001, 0, 1, 1, 0.30]",3,"[0, 0]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""ATK_2"", 3], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6],  [""DASH_1"", 7], [""DASH_2"", 8]]","[[""ATK_1"", 1, 0, ""DASH_1""], [""ATK_2"", 1, 0, ""DASH_2""], [""BUFF"", 2, 0]]","[""unit_mdl_minotaur_hr.dat""]",[],0,0,100,90,95,100,3,0,"[27, 0, 4]",[],"[[6, 3, [1, 1, 0, 1, ""unit_eft_dft_minotaur_eye.peft"", ""unit_eft_dft_minotaur_water.png""]], [68, 3, [1, 1, 0, 1, ""unit_eft_dft_minotaur_weapon.peft"", ""unit_eft_dft_minotaur_water.png""]]]",[],6,"[[3001, 1, 4]]","[[""DASH_1"", [-0.1203, -0.3635, -0.2820, -0.0041, 0.0466, -0.0968, 1.3126, 2.9594, 4.8701, 7.0462, 9.1423, 11.1766]], [""DASH_2"", [-0.1203, -0.3394, -0.1784, -0.0041, 0.2031, 0.2842, 0.3867, 3.6228, 5.3381, 13.5346]]]",[],0,"[0,0,0]",[]
17712,Minotawooreuseu (Bull),미노타우르스(불),17700,17700,-1,[],2,"[0, 1, 1, 1, 1, 1, 1]",3,4,6,1,0,1,40,59,56,50,15,0,99,15,50,"[8602, 8607, 8612]","[19002, 0, 2, 1, 0.30]",3,"[0, 0]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""ATK_2"", 3], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6],  [""DASH_1"", 7], [""DASH_2"", 8]]","[[""ATK_1"", 1, 0, ""DASH_1""], [""ATK_2"", 1, 0, ""DASH_2""], [""BUFF"", 2, 0]]","[""unit_mdl_minotaur_hr.dat""]",[],0,0,100,90,95,100,3,0,"[27, 1, 4]",[],"[[6, 3, [1, 1, 0, 1, ""unit_eft_dft_minotaur_eye.peft"", ""unit_eft_dft_minotaur_fire.png""]], [68, 3, [1, 1, 0, 1, ""unit_eft_dft_minotaur_weapon.peft"", ""unit_eft_dft_minotaur_fire.png""]]]",[],6,"[[3002, 1, 4]]","[[""DASH_1"", [-0.1203, -0.3635, -0.2820, -0.0041, 0.0466, -0.0968, 1.3126, 2.9594, 4.8701, 7.0462, 9.1423, 11.1766]], [""DASH_2"", [-0.1203, -0.3394, -0.1784, -0.0041, 0.2031, 0.2842, 0.3867, 3.6228, 5.3381, 13.5346]]]",[],0,"[0,0,0]",[]
17713,Minotawooreuseu (wind),미노타우르스(바람),17700,17700,-1,[],3,"[0, 1, 1, 1, 1, 1, 1]",3,4,6,1,0,1,40,63,54,48,15,0,99,15,50,"[8603, 8608, 8613]","[19003, 0, 3, 1, 0.30]",3,"[0, 0]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""ATK_2"", 3], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6],  [""DASH_1"", 7], [""DASH_2"", 8]]","[[""ATK_1"", 1, 0, ""DASH_1""], [""ATK_2"", 1, 0, ""DASH_2""], [""BUFF"", 2, 0]]","[""unit_mdl_minotaur_hr.dat""]",[],0,0,100,90,95,100,3,0,"[27, 2, 4]",[],"[[6, 3, [1, 1, 0, 1, ""unit_eft_dft_minotaur_eye.peft"", ""unit_eft_dft_minotaur_wind.png""]], [68, 3, [1, 1, 0, 1, ""unit_eft_dft_minotaur_weapon.peft"", ""unit_eft_dft_minotaur_wind.png""]]]",[],6,"[[3003, 1, 4]]","[[""DASH_1"", [-0.1203, -0.3635, -0.2820, -0.0041, 0.0466, -0.0968, 1.3126, 2.9594, 4.8701, 7.0462, 9.1423, 11.1766]], [""DASH_2"", [-0.1203, -0.3394, -0.1784, -0.0041, 0.2031, 0.2842, 0.3867, 3.6228, 5.3381, 13.5346]]]",[],0,"[0,0,0]",[]
17714,Minotawooreuseu (light),미노타우르스(빛),17700,17700,-1,[],4,"[0, 1, 1, 1, 1, 1, 1]",3,4,6,1,0,1,40,62,52,51,15,0,99,15,50,"[8604, 8609, 8614]","[19004, 0, 4, 1, 0.30]",3,"[0, 0]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""ATK_2"", 3], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6],  [""DASH_1"", 7], [""DASH_2"", 8]]","[[""ATK_1"", 1, 0, ""DASH_1""], [""ATK_2"", 1, 0, ""DASH_2""], [""BUFF"", 2, 0]]","[""unit_mdl_minotaur_hr.dat""]",[],0,0,100,90,95,100,3,0,"[27, 3, 4]",[],"[[6, 3, [1, 1, 0, 1, ""unit_eft_dft_minotaur_eye.peft"", ""unit_eft_dft_minotaur_light.png""]], [68, 3, [1, 1, 0, 1, ""unit_eft_dft_minotaur_weapon.peft"", ""unit_eft_dft_minotaur_light.png""]]]",[],6,"[[3004, 1, 4]]","[[""DASH_1"", [-0.1203, -0.3635, -0.2820, -0.0041, 0.0466, -0.0968, 1.3126, 2.9594, 4.8701, 7.0462, 9.1423, 11.1766]], [""DASH_2"", [-0.1203, -0.3394, -0.1784, -0.0041, 0.2031, 0.2842, 0.3867, 3.6228, 5.3381, 13.5346]]]",[],0,"[0,0,0]",[]
17715,Minotawooreuseu (dark),미노타우르스(어둠),17700,17700,-1,[],5,"[0, 1, 1, 1, 1, 1, 1]",3,4,6,1,0,1,40,61,54,50,15,0,99,15,50,"[8605, 8610, 8615]","[19005, 0, 5, 1, 0.30]",3,"[0, 0]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""ATK_2"", 3], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6],  [""DASH_1"", 7], [""DASH_2"", 8]]","[[""ATK_1"", 1, 0, ""DASH_1""], [""ATK_2"", 1, 0, ""DASH_2""], [""BUFF"", 2, 0]]","[""unit_mdl_minotaur_hr.dat""]",[],0,0,100,90,95,100,3,0,"[27, 4, 4]",[],"[[6, 3, [1, 1, 0, 1, ""unit_eft_dft_minotaur_eye.peft"", ""unit_eft_dft_minotaur_dark.png""]], [68, 3, [1, 1, 0, 1, ""unit_eft_dft_minotaur_weapon.peft"", ""unit_eft_dft_minotaur_dark.png""]]]",[],6,"[[3005, 1, 4]]","[[""DASH_1"", [-0.1203, -0.3635, -0.2820, -0.0041, 0.0466, -0.0968, 1.3126, 2.9594, 4.8701, 7.0462, 9.1423, 11.1766]], [""DASH_2"", [-0.1203, -0.3394, -0.1784, -0.0041, 0.2031, 0.2842, 0.3867, 3.6228, 5.3381, 13.5346]]]",[],0,"[0,0,0]",[]
17801,Lizard Man (Water),리자드맨(물),17800,17800,17811,"[[12001,15], [11001,10], [12006,10], [11006,5]]",1,"[0, 1, 1, 1, 1, 1, 1]",2,3,6,1,0,1,40,47,48,55,15,0,102,15,50,"[8701, 8706, 8711]",[],1,"[0, 0]",1,1,0,"[[""WAITING"", 0], [""MOVE"", 1], [""ATK_1"", 2], [""ATK_2"", 3], [""BUFF"", 4], [""STUN"", 5], [""DAMAGE"", 6],  [""DASH_1"", 7], [""DASH_2"", 8]]","[[""ATK_1"", 1, 0, ""DASH_1""], [""ATK_2"", 1, 0, ""DASH_2""], [""BUFF"", 2, 0]]","[""unit_mdl_lizardman.dat""]",[],0,1,100,100,80,100,2,0,"[28, 0, 1]",[],[],[],6,"[[3001, 1, 3]]","[[""DASH_1"", [0.000, 2.060, 4.511, 7.164, 9.584, 11.414]], [""DASH_2"", [0.000, 1.476, 3.422]]]",[],0,"[0,0,0]",[]
